source_recipe_id,name_zh,aliases
57571,摩洛哥火鸡里脊,"[""摩洛哥烤火鸡""]"
512242,帕玛森鸡排,"[""香脆鸡排"",""Schnitzel""]"
378174,帕玛森玉米片烤鱼,"[""酥脆烤鱼""]"
516942,低脂素食千层面,"[""素菜千层面""]"
510709,西班牙炖鸡,"[""西班牙风味鸡"",""Adobo 鸡""]"
478873,卡津罗非鱼,"[""Cajun 罗非鱼""]"
457429,鸡肉法士达,"[""鸡肉卷饼"",""Chicken Fajitas""]"
292085,花生青柠烤鸡,"[""花生酱烤鸡""]"
62153,柠檬蒜香煎鸡胸,"[""蒜香鸡胸""]"
37448,卡津黑化鸡胸,"[""Cajun 鸡胸""]"
159851,牙买加烤鸡腿,"[""加勒比烤鸡腿""]"
351694,素食无豆辣椒,"[""素辣椒"",""Vegan Chili""]"
302090,蒜姜面筋,"[""素肉面筋"",""Seitan""]"
268783,柑橘风味鸡胸,"[""清新柑橘鸡""]"
187115,印度豆烩,"[""Usal 豆烩""]"
489939,低脂芝士通心粉,"[""低脂通心粉""]"
425105,地中海酿鸡胸,"[""地中海鸡胸""]"
135416,柠檬蒜香鸡胸,"[""清新柠檬鸡""]"
8798,低脂菠菜奶酪卷,"[""意式奶酪卷"",""Ricotta Rolls""]"
313343,印度菠菜鸡肉,"[""菠菜鸡肉咖喱"",""Chicken Palak""]"
235636,花生酱油炒饭,"[""花生炒饭""]"
22815,芝士菠菜牛肉砂锅,"[""菠菜牛肉焗菜""]"
19912,甜酸亚洲猪里脊,"[""甜酸猪里脊""]"
81842,香草烤三文鱼,"[""烤香草三文鱼""]"
69920,无蛋黄酱金枪鱼沙拉,"[""清爽金枪鱼沙拉""]"
530181,十五分钟蒜香虾沙拉,"[""快手虾沙拉""]"
430648,高蛋白隔夜燕麦,"[""隔夜燕麦"",""Overnight Oats""]"
159036,意式金枪鱼抹酱,"[""金枪鱼酱""]"
133551,黑豆菠菜卷饼,"[""菠菜豆卷"",""Burrito""]"
53733,芥末猪排,"[""芥末烤猪排""]"
501808,埃塞俄比亚扁豆炖菜,"[""素食炖豆"",""Ethiopian Stew""]"
394139,低脂肉酱三明治,"[""Sloppy Joes"",""肉酱堡""]"
61437,轻食白酱意面,"[""轻芝士意面""]"
37435,低卡橙鲈鱼,"[""清蒸橙鲈鱼""]"
104869,奶油黄油豆汤,"[""植物奶油豆汤""]"
100332,黑豆千层面,"[""豆香千层面""]"
39124,快手豆汤,"[""蔬菜豆汤""]"
35457,西班牙扁豆米饭,"[""扁豆米饭""]"
301361,摩洛哥意面,"[""摩洛哥风味意面""]"
224467,烤嫩豆腐配奶酪酱,"[""豆腐炒蛋替代"",""Tofu Scramble""]"
319701,多汁慢炖肉糕,"[""家常肉糕"",""Meatloaf""]"
356923,乡村奶酪黄瓜沙拉,"[""奶酪黄瓜沙拉""]"
465006,夏季玉米浓汤,"[""西葫芦玉米汤"",""Corn Chowder""]"
88129,素香肠土豆,"[""素食土豆煲""]"
121716,芝士香葱司康,"[""芝士司康"",""Scones""]"
469270,希腊藜麦牛油果沙拉,"[""藜麦沙拉""]"
146461,菠菜碧根果沙拉,"[""菠菜坚果沙拉""]"
443173,亚洲风味金枪鱼配烤菠萝,"[""香煎金枪鱼""]"
521685,铸铁锅烤猪肩肉,"[""慢烤猪肉""]"
453094,低脂索尔兹伯里牛排,"[""蘑菇肉排"",""Salisbury Steak""]"
416226,黑椒大比目鱼配黄瓜莎莎,"[""黑椒鱼排""]"
224817,坦都里鸡配酸奶酱,"[""唐杜里烤鸡""]"
439208,烤箱脆皮鸡,"[""烤脆皮鸡""]"
214768,简易烤鸡,"[""家常烤鸡""]"
357146,热带风味辣鸡,"[""热带风味鸡""]"
316871,低脂奶油咖喱鸡,"[""黄油咖喱鸡"",""Butter Chicken""]"
180995,夏日火鸡黑豆辣椒,"[""火鸡辣椒"",""Turkey Chili""]"
473251,健康卷饼,"[""鸡胸卷饼"",""Wrap""]"
144379,低脂糖醋鸡,"[""糖醋鸡""]"
277915,莳萝酱鸡肉沙拉,"[""鸡丝沙拉""]"
511947,匈牙利辣椒鸡,"[""Paprikas 鸡""]"
24509,海鲜千层面,"[""蟹肉千层面""]"
206570,烤箱香脆鸡,"[""脆皮烤鸡""]"
38244,酱炒牛柳配芦笋野米,"[""牛柳芦笋"",""Oriental Steak""]"
295352,加州鸡肉三明治,"[""鸡胸三明治""]"
441547,鸡胸火腿芝士卷,"[""Cordon Bleu"",""蓝带鸡排""]"
453661,健康金枪鱼汉堡,"[""金枪鱼堡""]"
398300,鸡肉蘑菇菠菜意面,"[""奶油鸡意面""]"
331065,低脂火鸡肉丸,"[""火鸡丸""]"
205804,火鸡肉末烤意面,"[""肉酱烤意面""]"
180207,柠檬鸡丝笔管面,"[""柠檬鸡肉意面""]"
328224,印度香料鸡肉丁,"[""Chettinad 鸡""]"
28131,参议院白豆汤,"[""火腿豆汤""]"
63377,坚果香烤鱼,"[""坚果脆皮鱼""]"
517515,鹰嘴豆鸡肉咖喱,"[""鸡肉鹰嘴豆咖喱""]"
428399,鸡肉薄饼馅饼,"[""鸡胸卷饼"",""Quesadilla""]"
328616,低脂糖醋鸡配糙米,"[""糖醋鸡糙米饭""]"
104865,低脂鸡肉蔬菜小炒,"[""鸡胸蔬菜炒""]"
88593,低碳三文鱼饼,"[""三文鱼丸""]"
460534,卡津奶油鸡肉意面,"[""Cajun 鸡意面""]"
329384,低脂香煎鸡,"[""香煎鸡胸""]"
270176,快手扁豆砂锅,"[""扁豆煲""]"
9554,酸奶香辣烤鸡,"[""BBQ 酸奶鸡""]"
534191,鹰嘴豆丸意大利面,"[""素肉丸意面"",""Vegan Meatballs""]"
472644,慢炖莎莎芝士鸡,"[""莎莎炖鸡""]"
168135,低脂帕玛森鸡柳,"[""香脆鸡柳""]"
62815,香辣烤鸡胸,"[""烤箱辣鸡""]"
507881,素食牛仔汉堡,"[""植物汉堡""]"
415047,塔可沙拉,"[""墨西哥沙拉"",""Taco Salad""]"
29720,橙香鸡肉串,"[""橙汁鸡肉串""]"
210363,香菜香煎鸡,"[""香菜鸡胸""]"
149292,印度青柠鸡,"[""青柠风味鸡""]"
144673,番茄酿鸡卷,"[""番茄鸡卷""]"
111622,古斯米虾仁,"[""虾仁古斯米""]"
10405,烧烤鸡肉串,"[""BBQ 鸡肉串""]"
99208,地中海豆类沙拉,"[""豆类蔬菜沙拉""]"
221371,柠檬罗勒脆皮鸡,"[""柠檬香草鸡""]"
82938,香脆椰子虾,"[""椰香炸虾""]"
82915,健康芝麻鸡,"[""芝麻鸡"",""Sesame Chicken""]"
439209,高蛋白橙汁鸡,"[""橙香鸡""]"
275131,罗勒风味低脂鸡,"[""罗勒烤鸡""]"
154553,切达肉糕,"[""芝士肉糕""]"
81114,柠檬肉桂烤鸡,"[""烤柠檬鸡""]"
393355,健康班尼迪克蛋,"[""班尼迪克蛋"",""Eggs Benedict""]"
320242,香肠西兰花通心粉,"[""一锅意面""]"
95094,低脂墨西哥酱饼,"[""Chilaquiles"",""墨西哥脆饼""]"
287061,慢炖鸡肉塔可汤,"[""鸡肉塔可汤""]"
211485,蜂蜜姜汁鸡胸,"[""姜汁鸡""]"
145533,花生酱奶酪杯,"[""高蛋白加餐"",""Cottage Cheese Snack""]"
495074,轻食肉糕配土豆泥,"[""肉糕套餐""]"
481167,慢炖火鸡糙米辣椒,"[""火鸡辣椒""]"
214581,快手芝士通心粉,"[""Mac n Cheese"",""芝士意面""]"
192361,火鸡南瓜酱面,"[""火鸡南瓜意面""]"
160828,花园千层面,"[""蔬菜千层面""]"
83737,鹰嘴豆蔬菜咖喱,"[""素咖喱""]"
68451,低脂塔塔酱烤鱼串,"[""鱼串""]"
64124,蜜汁烤猪里脊,"[""烤猪里脊""]"
376226,清淡蔬菜蛋白煎蛋卷,"[""蛋白蔬菜蛋卷""]"
280313,绿酱鸡肉白辣椒,"[""番茄绿辣椒"",""White Chili""]"
264432,第戎芥末三文鱼,"[""低脂三文鱼""]"
246597,低碳早餐芭菲,"[""酸奶水果杯"",""Parfait""]"
205871,亚洲风味豆角三文鱼,"[""三文鱼豆角""]"
37487,草莓酸奶杯,"[""草莓酸奶""]"
120651,红辣椒鸡肉煲,"[""鸡肉辣椒"",""Red Chili""]"
420775,扇贝烟熏三文鱼意面,"[""海鲜意面""]"
352565,蔬菜多多肉糕,"[""蔬菜肉糕""]"
348857,烤天贝蔬菜汉堡,"[""天贝汉堡"",""Tempeh Burger""]"
91793,经典法式洋葱汤,"[""洋葱汤""]"
478373,希腊酸奶芦笋汤,"[""芦笋浓汤""]"
466973,培根慢炖芸豆,"[""墨西哥豆""]"
332905,低脂鸡肉玉米浓汤,"[""鸡肉玉米汤""]"
327916,烤箱鸡蛋,"[""烤鸡蛋"",""Bonnie's Oven Eggs""]"
290088,三文鱼意面沙拉,"[""三文鱼沙拉""]"
213549,黑豆米饭,"[""双豆米饭"",""Fiesta Beans""]"
192574,香辣藜麦拉面,"[""蔬菜汤面"",""Laksa""]"
123402,农夫市集砂锅,"[""时蔬焗菜""]"
520995,扁豆蔬菜咖喱,"[""素咖喱""]"
357787,蘑菇素香肠千层面,"[""素食千层面""]"
229669,无蛋黄酱蟹肉沙拉,"[""清爽蟹肉沙拉""]"
161915,豌豆浓汤,"[""素食豆汤"",""Split Pea Soup""]"
311924,烤土豆,"[""焗土豆""]"
129799,奶油菠菜意面,"[""菠菜白酱面""]"
479143,儿童友好千层面,"[""家常千层面""]"
362826,希腊风味扁豆,"[""希腊炖豆""]"
232206,扁豆菠菜意面壳,"[""素食意面壳""]"
477571,健康菠菜蘸酱,"[""菠菜蘸酱""]"
104206,番茄芝士焗,"[""番茄焗菜"",""Tomatoes Maximilien""]"
204451,低卡火鸡香肠饼,"[""火鸡肠排""]"
157842,希腊皮塔披萨,"[""迷你希腊披萨""]"
142483,清烤橙鲈鱼,"[""低脂烤鱼""]"
102952,西班牙米饭酿彩椒,"[""米饭彩椒""]"
73679,咖喱鹰嘴豆黑豆,"[""双豆咖喱""]"
280208,豆腐酿彩椒,"[""豆腐彩椒""]"
19957,快手芝士通心粉,"[""芝士通心粉""]"
135079,蒜炒菠菜蚕豆,"[""菠菜蚕豆""]"
419364,香菜姜汁豆腐,"[""姜汁豆腐""]"
350971,黑豆塔可配菲达,"[""脆皮豆塔可""]"
318027,蔬菜辣椒碗,"[""蔬菜辣酱""]"
170340,番茄橄榄酱意面,"[""番茄橄榄面"",""Ziti""]"
369453,蜜桃藜麦杯,"[""桃子藜麦""]"
382555,低脂黑豆意面沙拉,"[""素食意面沙拉""]"
297239,缅甸扁豆汤,"[""清香豆汤""]"
278704,墨西哥黑豆玉米沙拉,"[""黑豆玉米沙拉""]"
195417,酪乳烤土豆,"[""两次烤土豆""]"
97224,简易墨西哥焗菜,"[""Mexi Bake""]"
68789,墨西哥豆汉堡,"[""豆汉堡"",""Bean Burger""]"
377420,低脂墨西哥辣椒玉米松饼,"[""玉米松饼""]"
374879,燕麦司康,"[""燕麦松饼"",""Oatmeal Scones""]"
240600,快手普罗旺斯炖菜,"[""烩时蔬"",""Ratatouille""]"
10974,爱尔兰土豆泥,"[""土豆泥"",""Irish Mashed""]"
391946,芦笋清汤,"[""低卡芦笋汤""]"
346298,健康芦笋奶油汤,"[""芦笋浓汤""]"
364172,低卡蓝莓玛芬,"[""蓝莓松饼""]"
295236,健康鹰嘴豆泥,"[""自制鹰嘴豆泥"",""Hummus""]"
24076,低脂蔬菜汤,"[""时蔬清汤""]"
535502,快手意式蔬菜汤,"[""Minestrone"",""蔬菜浓汤""]"
391554,低脂菠菜蘸酱,"[""菠菜蘸""]"
201477,低脂巧克力玛芬,"[""可可玛芬""]"
121199,孜然番茄玉米汤,"[""番茄玉米汤""]"
361504,低脂油醋汁,"[""酸奶油醋汁"",""Vinaigrette""]"
110711,活力沙拉,"[""凉拌时蔬""]"
103004,香蕉面包,"[""香蕉蛋糕"",""Banana Bread""]"
374392,烤红薯片,"[""红薯脆片"",""Sweet Potato Chips""]"
120612,美味素食法士达,"[""素菜卷饼"",""Fajita""]"
283704,清蒸鱼,"[""蒸鱼"",""Basic Steamed Fish""]"
214810,柠檬腌梅蒸鲳鱼,"[""蒸鲳鱼"",""Steamed Pomfret""]"
64230,姜丝蒸虾,"[""清蒸虾"",""Steamed Ginger Shrimp""]"
205695,快手清蒸红鲷鱼,"[""蒸红鲷鱼"",""Quick Steamed Snapper""]"
